Country Name,Country Code,Series Name,Series Code,2024 [YR2024],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2010 [YR2010],2015 [YR2015],2005 [YR2005],2000 [YR2000],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,98.42805,98.86424,97.61785,97.06623,99.01315,98.98051,98.94835,98.96905,98.64799,98.76374,98.80722,98.8376
Europe & Central Asia (IDA & IBRD countries),TEC,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,99.08211,..,..,..,..,..
Fiji,FJI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,2.44,..,3.1,4.11,..,..,..,..,..,..,..,..
Fiji,FJI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,154.00343,98.64249,..,..,..,..,157.51339,..,162.6986,..
Fiji,FJI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,0,..,0.31,0.44,..,..,..,..,..,..,..,..
Finland,FIN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,16207.87177,16486.01404,12339.88463,7176.96363,..,..,16267.1525,16485.31958,17739.59582,18463.72625,19326.45894,19495.82163
Finland,FIN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,100,..,..,..,..,..,100,..,100,100
Fragile and conflict affected situations,FCS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,60.28729,62.14889,63.3392,60.74933,63.74937,63.49599,65.00602,64.272,60.10028,62.01157,62.43823,63.40736
Fragile and conflict affected situations,FCS,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,1.48,..,1.47,2.7,..,..,..,..,..,..,..,..
France,FRA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,141477.13591,..,..,..,..,..
France,FRA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,84.66716,..,..,..,82.2838,..,..
Gabon,GAB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,14.68,..,17.76,22.15,..,..,..,..,..,..,..,..
Gabon,GAB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,442.40113,..,..,193.95168,..,..,..,..,544.02574,517.41494,533.09995,485.4389
Gabon,GAB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,22.9,..,..,..,..,..,32.4917,..,..
"Gambia, The",GMB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,50.77797,..,36.81773,..,..,..,..,..,..,41.95005,..
"Gambia, The",GMB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,61.76,..,66.94,73.25,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,39.55799,29.2638,7.1105,11.47654,..,39.32018,..,29.75921,35.25892,37.32184,25.014,27.42857
"Gambia, The",GMB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,39.2474,..,..,33.82,..,45.78795,..,..,..,..,48.29411,..
Georgia,GEO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,99.36426,..,..,..,..,99.58619
Georgia,GEO,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,159.26518,66.68505,..,619.69516,580.59135,544.17531,389.1895,314.28529,..,..
Georgia,GEO,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,95.42,..,..,..,..,..,..,..,98.65,..
Germany,DEU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,1.8,..,4.63,5.12,..,..,..,..,..,..,..,..
Germany,DEU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,167904.93892,162481.93649,..,..,..,..,179812.03067,167800.23951,180662.75967,174835.77374,185185.49513,191850.84269
Germany,DEU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,95.56,..,..,..,..,..,96.2,..,93.36,92.35
Ghana,GHA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,71.49707,..,..,57.89747,..,79.03964,..,..,..,..,..,..
Ghana,GHA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,30.41,..,31.3,35.05,..,..,..,..,..,..,..,..
Ghana,GHA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,1783.92052,2190.70981,796.51004,..,..,2615.33564,2134.54004,2468.19258,3202.43983,3268.30631,2875.07738,2410.32828
Ghana,GHA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,51.88343,..,..,..,..,47.38561,..,..,45.19,..,..,50.06646
Gibraltar,GIB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,62.47073,65.62063,60.8053,58.0359,68.39692,67.95024,67.65809,66.96464,62.56715,63.38773,64.10307,64.81015
Global Partnership for Education,FTI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,93.04431,..,..,97.93595,..,..,97.36874,..,..,..
Greece,GRC,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,2.51,..,2.93,10.93,..,..,..,..,..,..,..,..
Greece,GRC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,9822.01221,4203.57262,..,..,..,..,..,..,..,..
Greece,GRC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,94.86,..,..,..,..,..,98.79,..,98.6,99.24
Greenland,GRL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.6
Grenada,GRD,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,35.72697,..,..,..,..,..
Grenada,GRD,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.26486,77.03867,81.2859
Guatemala,GTM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,23.4,..,32.4,33.6,..,..,..,..,..,..,..,..
Guatemala,GTM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,1158.73027,1884.4448,..,..,2464.0881,2296.59094,2113.8673,1945.10991,1391.58606,1490.42135,1530.58874,1727.25469
Guatemala,GTM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,48.1819,..,28.63,..,..,..,..,42.94,..,..,48.75
Guinea,GIN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,25.30774,..,..,..,..,..,..,..,..,..,..,32.00384
Guinea,GIN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,174.84467,221.36206,54.30818,77.6818,..,282.70905,239.5675,218.93064,155.2047,140.05925,220.65795,212.68546
Guinea,GIN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,14.61305,..,..,26.3048,..,32.95136,..,24.53844,..,..
Guinea-Bissau,GNB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,41.35777,..,..,..,..,..,..,..,45.58116
Guinea-Bissau,GNB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,15.7993,..,..,..,..,..,..,..,20.40635,19.797,22.30133,..
Guinea-Bissau,GNB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,7.08,..,..,..,..,..,..,..,17.07577
Guyana,GUY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.63973
Guyana,GUY,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,4.79,..,5.94,6.3,..,..,..,..,..,..,..,..
Guyana,GUY,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,82.71232,166.7296,67.14303,60.46378,..,213.07762,221.49193,212.37888,92.53172,91.06692,..,179.97948
Guyana,GUY,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,77.8,..,..,..,..,..,..,..,84.05479
Haiti,HTI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,61.69135,..,..,..,..
Haiti,HTI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,25.74,..,30.53,36.04,..,..,..,..,..,..,..,..
Haiti,HTI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,275.45724,..,..,..,268.55819,226.16892,195.248,..,..,..,265.41469
Haiti,HTI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,27.60004,23.1,..,..,34.50921,..,..,31.59216,..,..
Heavily indebted poor countries (HIPC),HPC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,54.07489,59.64676,52.95455,50.14256,62.50519,61.88289,61.38893,60.45881,56.10511,57.3334,58.32618,59.16484
Heavily indebted poor countries (HIPC),HPC,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,84.75536,87.90683,..,..,..,87.20524,..,88.98748,85.1233,85.35555,85.46442,87.19753
Honduras,HND,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,13.58,..,13.55,15.24,..,..,..,..,..,..,..,..
Honduras,HND,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,1345.42693,..,..,..,1457.65797,..,..,..,..,1086.84506,1400.75945
Honduras,HND,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,45.98,50.77,33.52,..,..,53.35,..,52.58,48.36184,47.84,51.51,48.49
"Hong Kong SAR, China",HKG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,5.38,..,7.14,18.3,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,7513.09373,9507.74429,6991.65383,..,13782.61147,11351.5629,10620.04818,10186.92433,7815.34778,8721.86536,9875.71554,9849.40691
"Hong Kong SAR, China",HKG,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.1
Hungary,HUN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,0.29,..,0.56,0.68,..,..,..,..,..,..,..,..
Hungary,HUN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,6243.63308,5627.07581,6022.92101,2298.78035,..,..,6604.44264,5935.964,6477.08599,5336.13521,5684.10917,6490.19819
Hungary,HUN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,96.73,..,..,..,..,..,96.29,..,97.24,98.52
IBRD only,IBD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,86.83493,88.45138,84.36329,82.4933,89.36553,89.06654,89.04436,88.81775,87.19533,87.69956,87.86956,88.34096
IBRD only,IBD,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,1.56,..,1.57,1.3,..,..,..,..,..,..,..,..
Iceland,ISL,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,954.91301,1306.42756,1236.74504,580.4798,..,..,1875.35733,1545.39034,1033.54503,1118.49375,1201.10552,1365.34142
Iceland,ISL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,99.32,..,..,..,..,..,99.42,..,99.81,100
IDA & IBRD total,IBT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,83.71072,81.93721,82.35303,82.56062,82.97848
IDA & IBRD total,IBT,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,62.39705,65.02774,60.70564,57.8625,66.98145,66.56935,66.58383,65.72806,62.47046,63.87631,63.73583,64.59924
IDA blend,IDB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,58.46443,62.39787,56.55478,53.37303,66.05657,65.49887,64.97928,64.25295,58.61864,59.26577,60.53036,61.27156
IDA only,IDX,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,65.25168,60.68527,61.67557,62.12955,62.91562
IDA total,IDA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,74.37299,..,..,69.30256,..,..,..
India,IND,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,33.16,..,37.95,43.98,..,..,..,..,..,..,..,..
India,IND,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,45324.7611,..,22613.00126,19843.03391,..,..,..,..,63609.40835,70506.50862,70266.65833,..
India,IND,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,58.24,..,..,..,..,80.84132,76.13,..,..,..
Indonesia,IDN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,95.21793,..,..,..,95.65856,..,95.37697,92.81191,..,..,95.11622
Indonesia,IDN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,7.5,..,14.53,22.61,..,..,..,..,..,..,..,..
Indonesia,IDN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,21235.32889,30849.57429,8212.4803,..,..,..,..,..,28480.73489,31276.20364,30652.04285,29290.04051
Indonesia,IDN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,62.62,..,..,86.05231,..,..,77.17,..,..
"Iran, Islamic Rep.",IRN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,82.4412,..,..,..,..,85.54425,..,83.62599,84.6268,84.70524
"Iran, Islamic Rep.",IRN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,14.18,..,17.53,21.28,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,15444.90247,12103.94971,7709.1317,4588.82526,..,17615.00691,15843.25485,12956.55467,16965.11496,18402.04276,18373.00472,12894.40738
"Iran, Islamic Rep.",IRN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,74.0522,..,..,85.6,83.3,..,77.2,72.7,82.2
Iraq,IRQ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,24.72,..,29.25,30.91,..,..,..,..,..,..,..,..
