Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Lithuania,LTU,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,17.7,17,18.1,15.6,15.1,13.8,12.5,13.1,..,..
Lithuania,LTU,Gini index,SI.POV.GINI,37.7,37.4,38.4,37.3,35.7,35.3,36,36.7,..,..
Lithuania,LTU,Income share held by lowest 20%,SI.DST.FRST.20,6,6.1,6,6.3,6.6,7,7.2,7,..,..
Luxembourg,LUX,Income share held by highest 10%,SI.DST.10TH.10,24.2,25.1,24.1,25.6,26.6,25.8,25,24.5,..,..
Luxembourg,LUX,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,12.1,13.3,12.5,14.4,15.3,13.9,15,13.4,..,..
Luxembourg,LUX,Gini index,SI.POV.GINI,31.2,32.9,31.7,34.5,35.4,34.2,33.4,32.7,..,..
Luxembourg,LUX,Income share held by lowest 20%,SI.DST.FRST.20,7.9,7.5,7.6,6.8,6.6,7.2,7.1,7.2,..,..
"Macao SAR, China",MAC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,Income share held by highest 10%,SI.DST.10TH.10,..,..,38.1,..,..,31,..,..,..,..
Malawi,MWI,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,65.7,..,..,70.1,..,..,..,..
Malawi,MWI,Gini index,SI.POV.GINI,..,..,44.7,..,..,38.5,..,..,..,..
Malawi,MWI,Income share held by lowest 20%,SI.DST.FRST.20,..,..,6.4,..,..,7,..,..,..,..
Malaysia,MYS,Income share held by highest 10%,SI.DST.10TH.10,..,31.3,..,..,31.2,..,..,30.9,..,..
Malaysia,MYS,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,20.2,..,..,20.5,..,..,19.9,..,..
Malaysia,MYS,Gini index,SI.POV.GINI,..,41.1,..,..,41.2,..,..,40.7,..,..
Malaysia,MYS,Income share held by lowest 20%,SI.DST.FRST.20,..,5.8,..,..,5.7,..,..,5.9,..,..
Maldives,MDV,Income share held by highest 10%,SI.DST.10TH.10,..,..,25.2,..,..,23.3,..,..,..,..
Maldives,MDV,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,13.9,..,..,12.8,..,..,..,..
Maldives,MDV,Gini index,SI.POV.GINI,..,..,31.3,..,..,29.3,..,..,..,..
Maldives,MDV,Income share held by lowest 20%,SI.DST.FRST.20,..,..,8.3,..,..,8.9,..,..,..,..
Mali,MLI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,28.1,..,..,28.3,..,..
Mali,MLI,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,36,..,..,38.5,..,..
Mali,MLI,Gini index,SI.POV.GINI,..,..,..,..,36,..,..,35.7,..,..
Mali,MLI,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,7.5,..,..,7.6,..,..
Malta,MLT,Income share held by highest 10%,SI.DST.10TH.10,23.3,23.6,23.1,23.3,22.9,24.8,25.1,..,..,..
Malta,MLT,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,11.7,10.7,11.5,10.9,11.2,10.9,10.8,..,..,..
Malta,MLT,Gini index,SI.POV.GINI,29,29.4,29.1,29.2,28.7,31,31.4,..,..,..
Malta,MLT,Income share held by lowest 20%,SI.DST.FRST.20,8.6,8.5,8.6,8.5,8.6,8.2,8,..,..,..
Marshall Islands,MHL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,27.5,..,..,..,..
Marshall Islands,MHL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,20.3,..,..,..,..
Marshall Islands,MHL,Gini index,SI.POV.GINI,..,..,..,..,..,35.5,..,..,..,..
Marshall Islands,MHL,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,7.2,..,..,..,..
Mauritania,MRT,Income share held by highest 10%,SI.DST.10TH.10,24.9,..,..,..,..,24.6,..,..,..,..
Mauritania,MRT,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,28.6,..,..,..,..,27.9,..,..,..,..
Mauritania,MRT,Gini index,SI.POV.GINI,32.6,..,..,..,..,32,..,..,..,..
Mauritania,MRT,Income share held by lowest 20%,SI.DST.FRST.20,7.5,..,..,..,..,7.8,..,..,..,..
Mauritius,MUS,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,29.9,..,..,..,..,..,..
Mauritius,MUS,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,17.1,..,..,..,..,..,..
Mauritius,MUS,Gini index,SI.POV.GINI,..,..,..,36.8,..,..,..,..,..,..
Mauritius,MUS,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,7.2,..,..,..,..,..,..
Mexico,MEX,Income share held by highest 10%,SI.DST.10TH.10,39.5,..,37.4,..,36.6,..,35.1,..,34.4,..
Mexico,MEX,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,27,..,25.2,..,23.9,..,24.7,..,22.5,..
Mexico,MEX,Gini index,SI.POV.GINI,48.9,..,46.9,..,46,..,44.6,..,43.5,..
Mexico,MEX,Income share held by lowest 20%,SI.DST.FRST.20,4.7,..,5,..,5.2,..,5.3,..,5.6,..
"Micronesia, Fed. Sts.",FSM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,Income share held by highest 10%,SI.DST.10TH.10,22.1,22.5,22.7,21.7,21.9,22,..,22.1,..,..
Moldova,MDA,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,13.2,12.5,11.4,12,10.5,11.4,..,11.2,..,..
Moldova,MDA,Gini index,SI.POV.GINI,26.8,27,26.3,25.9,25.7,26,..,25.7,..,..
Moldova,MDA,Income share held by lowest 20%,SI.DST.FRST.20,9.7,9.7,10,10,10.2,10,..,10.1,..,..
Monaco,MCO,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,Income share held by highest 10%,SI.DST.10TH.10,25.5,..,25.6,..,25.7,..,..,..,24.6,..
Mongolia,MNG,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,18.6,..,21.5,..,20.9,..,..,..,17.9,..
Mongolia,MNG,Gini index,SI.POV.GINI,32,..,32.3,..,32.7,..,..,..,31.4,..
Mongolia,MNG,Income share held by lowest 20%,SI.DST.FRST.20,8.1,..,8,..,7.9,..,..,..,8.2,..
Montenegro,MNE,Income share held by highest 10%,SI.DST.10TH.10,26.9,27.7,27.7,26,26,25.3,25.4,24.7,..,..
Montenegro,MNE,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,26.4,25.6,23.6,23.2,24.5,22.3,21.8,20.8,..,..
Montenegro,MNE,Gini index,SI.POV.GINI,38.8,39,38.5,36.9,36.8,35.7,35.4,34.3,..,..
Montenegro,MNE,Income share held by lowest 20%,SI.DST.FRST.20,5.1,5.2,5.2,5.2,5.3,5.9,6.1,6.2,..,..
Morocco,MAR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,Income share held by highest 10%,SI.DST.10TH.10,45.5,..,..,..,..,41.1,..,..,..,..
Mozambique,MOZ,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,64.6,..,..,..,..,74.5,..,..,..,..
Mozambique,MOZ,Gini index,SI.POV.GINI,54,..,..,..,..,50.3,..,..,..,..
Mozambique,MOZ,Income share held by lowest 20%,SI.DST.FRST.20,4.2,..,..,..,..,4.6,..,..,..,..
Myanmar,MMR,Income share held by highest 10%,SI.DST.10TH.10,..,31.7,..,25.5,..,..,..,..,..,..
Myanmar,MMR,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,28.1,..,23.6,..,..,..,..,..,..
Myanmar,MMR,Gini index,SI.POV.GINI,..,38.1,..,30.7,..,..,..,..,..,..
Myanmar,MMR,Income share held by lowest 20%,SI.DST.FRST.20,..,7.3,..,8.9,..,..,..,..,..,..
Namibia,NAM,Income share held by highest 10%,SI.DST.10TH.10,..,47.2,..,..,..,..,..,..,..,..
Namibia,NAM,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,36.2,..,..,..,..,..,..,..,..
Namibia,NAM,Gini index,SI.POV.GINI,..,59.1,..,..,..,..,..,..,..,..
Namibia,NAM,Income share held by lowest 20%,SI.DST.FRST.20,..,2.8,..,..,..,..,..,..,..,..
Nauru,NRU,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,24.2,..
Nepal,NPL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,19.8,..
Nepal,NPL,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,30,..
Nepal,NPL,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,8.7,..
Netherlands,NLD,Income share held by highest 10%,SI.DST.10TH.10,23.3,23,22.9,23.3,23,23.9,21.6,21.4,..,..
Netherlands,NLD,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,9.3,9.3,9.5,9,9.2,9.9,9,8.8,..,..
Netherlands,NLD,Gini index,SI.POV.GINI,28.6,28.2,28.2,28.5,28.1,29.2,26,25.7,..,..
Netherlands,NLD,Income share held by lowest 20%,SI.DST.FRST.20,8.8,8.9,8.8,8.8,8.9,8.6,9.2,9.4,..,..
New Caledonia,NCL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,Income share held by highest 10%,SI.DST.10TH.10,37.2,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,28.9,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,Gini index,SI.POV.GINI,46.2,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,Income share held by lowest 20%,SI.DST.FRST.20,5.1,..,..,..,..,..,..,..,..,..
Niger,NER,Income share held by highest 10%,SI.DST.10TH.10,27,..,..,..,31.1,..,..,27.8,..,..
Niger,NER,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,53.8,..,..,..,53.1,..,..,53.6,..,..
Niger,NER,Gini index,SI.POV.GINI,34.3,..,..,..,37.3,..,..,32.9,..,..
Niger,NER,Income share held by lowest 20%,SI.DST.FRST.20,7.8,..,..,..,7.6,..,..,8.7,..,..
Nigeria,NGA,Income share held by highest 10%,SI.DST.10TH.10,..,26.9,..,..,26.7,..,..,..,..,..
Nigeria,NGA,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,43.5,..,..,42.7,..,..,..,..,..
Nigeria,NGA,Gini index,SI.POV.GINI,..,35.9,..,..,35.1,..,..,..,..,..
Nigeria,NGA,Income share held by lowest 20%,SI.DST.FRST.20,..,7,..,..,7.1,..,..,..,..,..
North Macedonia,MKD,Income share held by highest 10%,SI.DST.10TH.10,24.8,24.8,24.1,23.7,22.9,22.9,..,..,..,..
North Macedonia,MKD,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,24.4,26,24.9,24.5,24.1,23.3,..,..,..,..
North Macedonia,MKD,Gini index,SI.POV.GINI,35.2,35.6,34.5,34.2,33,33.5,..,..,..,..
North Macedonia,MKD,Income share held by lowest 20%,SI.DST.FRST.20,5.8,5.6,5.6,5.7,6.1,5.8,..,..,..,..
Northern Mariana Islands,MNP,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Norway,NOR,Income share held by highest 10%,SI.DST.10TH.10,21.6,22.2,23.1,21.6,22.2,22.4,..,..,..,..
Norway,NOR,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,8.5,9.1,9.7,9.1,9,9.4,..,..,..,..
Norway,NOR,Gini index,SI.POV.GINI,26.8,27.5,28.5,27,27.6,27.7,..,..,..,..
Norway,NOR,Income share held by lowest 20%,SI.DST.FRST.20,9.1,9,8.6,8.9,8.9,8.8,..,..,..,..
Oman,OMN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Oman,OMN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Oman,OMN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Oman,OMN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,Income share held by highest 10%,SI.DST.10TH.10,..,27,..,..,25.5,..,..,..,..,..
Pakistan,PAK,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,28.6,..,..,27.9,..,..,..,..,..
Pakistan,PAK,Gini index,SI.POV.GINI,..,31.3,..,..,29.6,..,..,..,..,..
Pakistan,PAK,Income share held by lowest 20%,SI.DST.FRST.20,..,9.3,..,..,9.6,..,..,..,..,..
Palau,PLW,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Palau,PLW,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Palau,PLW,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Palau,PLW,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Panama,PAN,Income share held by highest 10%,SI.DST.10TH.10,38.5,39,37.8,37.7,37.1,38,..,39.3,..,36.9
Panama,PAN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,26.9,26.3,26.4,26.7,25.9,25.8,..,25.2,..,25.4
Panama,PAN,Gini index,SI.POV.GINI,50.5,50.8,50.4,49.9,49.2,49.8,..,50.9,..,48.9
Panama,PAN,Income share held by lowest 20%,SI.DST.FRST.20,3.4,3.4,3.3,3.4,3.6,3.6,..,3.7,..,3.7
Papua New Guinea,PNG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,Income share held by highest 10%,SI.DST.10TH.10,40.7,36.7,37.3,39.1,35.8,35.2,33.3,33.1,35.4,..
Paraguay,PRY,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,25.6,25.5,25.7,23.9,23.9,24.6,24.7,24,23,..
Paraguay,PRY,Gini index,SI.POV.GINI,50.7,47.6,47.9,48.5,46,45.7,43.5,42.9,45.1,..
Paraguay,PRY,Income share held by lowest 20%,SI.DST.FRST.20,4,4.3,4.5,4.7,4.8,4.8,5.3,5.5,5,..
Peru,PER,Income share held by highest 10%,SI.DST.10TH.10,32.1,32.6,32.6,32.3,31.6,31.1,32.9,30.5,30.7,..
Peru,PER,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,27.7,27,27.5,27.5,26.3,25.8,28.9,24.8,25,..
Peru,PER,Gini index,SI.POV.GINI,43.1,43.4,43.6,43.3,42.4,41.5,43.7,40.1,40.3,..
Peru,PER,Income share held by lowest 20%,SI.DST.FRST.20,4.7,4.7,4.6,4.7,5,5.2,4.8,5.8,5.7,..
Philippines,PHL,Income share held by highest 10%,SI.DST.10TH.10,..,34.9,..,..,33.5,..,..,32.5,..,..
Philippines,PHL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,31.2,..,..,27.6,..,..,26.3,..,..
Philippines,PHL,Gini index,SI.POV.GINI,..,44.6,..,..,42.3,..,..,40.7,..,..
Philippines,PHL,Income share held by lowest 20%,SI.DST.FRST.20,..,5.6,..,..,6.2,..,..,6.5,..,..
Poland,POL,Income share held by highest 10%,SI.DST.10TH.10,25.1,24.2,24.6,23.5,24,23.1,22.8,22.8,..,..
Poland,POL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,16.4,16.1,12.8,12.2,12.4,11,11.5,10.6,..,..
Poland,POL,Gini index,SI.POV.GINI,32.8,31.8,31.2,29.7,30.2,28.8,28.5,28.5,..,..
Poland,POL,Income share held by lowest 20%,SI.DST.FRST.20,7.3,7.4,8,8.3,8.2,8.6,8.6,8.6,..,..
Portugal,PRT,Income share held by highest 10%,SI.DST.10TH.10,27.4,27.3,27.5,26.7,26.6,26,26.9,27.5,..,..
Portugal,PRT,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,16.4,15.7,14.5,13.6,13.5,13,14.1,12.8,..,..
Portugal,PRT,Gini index,SI.POV.GINI,35.6,35.5,35.2,33.8,33.5,32.8,34.7,34.6,..,..
Portugal,PRT,Income share held by lowest 20%,SI.DST.FRST.20,6.5,6.7,6.9,7.4,7.4,7.6,6.9,7.4,..,..
Puerto Rico,PRI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,25.8,..,..,..,..,..,..
Qatar,QAT,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,17.5,..,..,..,..,..,..
Qatar,QAT,Gini index,SI.POV.GINI,..,..,..,35.1,..,..,..,..,..,..
Qatar,QAT,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,6.5,..,..,..,..,..,..
Romania,ROU,Income share held by highest 10%,SI.DST.10TH.10,24.5,24.8,23.7,24.9,24.9,24.5,24.2,24,..,..
Romania,ROU,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,27.2,25.8,24.5,24.1,21.3,22.2,21.5,20.1,..,..
Romania,ROU,Gini index,SI.POV.GINI,36,35.9,34.4,36,35.8,34.8,34.6,33.9,..,..
Romania,ROU,Income share held by lowest 20%,SI.DST.FRST.20,4.9,5.1,5.6,5.3,5.4,5.7,5.6,6,..,..
Russian Federation,RUS,Income share held by highest 10%,SI.DST.10TH.10,27.5,26.8,27,26.2,26.3,26.9,25.7,26.6,..,..
Russian Federation,RUS,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,18.2,18.8,18.5,17.6,17.1,17,14.5,15.9,..,..
Russian Federation,RUS,Gini index,SI.POV.GINI,36.9,36.5,36.7,35.5,35.3,35.7,33.7,35.1,..,..
Russian Federation,RUS,Income share held by lowest 20%,SI.DST.FRST.20,6.2,6.2,6.2,6.5,6.7,6.7,7.4,6.9,..,..
Rwanda,RWA,Income share held by highest 10%,SI.DST.10TH.10,..,..,35.6,..,..,..,..,..,..,..
Rwanda,RWA,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,53,..,..,..,..,..,..,..
Rwanda,RWA,Gini index,SI.POV.GINI,..,..,43.7,..,..,..,..,..,..,..
Rwanda,RWA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,6,..,..,..,..,..,..,..
Samoa,WSM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,32.8,..,..,..,..,..,..
Sao Tome and Principe,STP,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,36.2,..,..,..,..,..,..
Sao Tome and Principe,STP,Gini index,SI.POV.GINI,..,..,..,40.7,..,..,..,..,..,..
Sao Tome and Principe,STP,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,6.4,..,..,..,..,..,..
Saudi Arabia,SAU,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,30.8,..,..,28.8,..,..
Senegal,SEN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,32.2,..,..,31.5,..,..
Senegal,SEN,Gini index,SI.POV.GINI,..,..,..,..,38.3,..,..,36.2,..,..
Senegal,SEN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,7.1,..,..,7.3,..,..
Serbia,SRB,Income share held by highest 10%,SI.DST.10TH.10,28.6,29.2,27.3,25.5,25.4,26,27.1,25.9,..,..
Serbia,SRB,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,26.8,25.9,25.2,23.9,22.2,19.5,18.9,16.3,..,..
Serbia,SRB,Gini index,SI.POV.GINI,40.4,40.5,38.8,36.1,35,34.5,35,33.1,..,..
Serbia,SRB,Income share held by lowest 20%,SI.DST.FRST.20,4.3,4.4,4.5,5.2,5.9,6.4,6.6,7.1,..,..
Seychelles,SYC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,23.9,..,..,..,..,..
Seychelles,SYC,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,17.4,..,..,..,..,..
Seychelles,SYC,Gini index,SI.POV.GINI,..,..,..,..,32.1,..,..,..,..,..
Seychelles,SYC,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,7.1,..,..,..,..,..
Sierra Leone,SLE,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,29.4,..,..,..,..,..
Sierra Leone,SLE,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,41.2,..,..,..,..,..
Sierra Leone,SLE,Gini index,SI.POV.GINI,..,..,..,..,35.7,..,..,..,..,..
Sierra Leone,SLE,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,7.9,..,..,..,..,..
Singapore,SGP,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Income share held by highest 10%,SI.DST.10TH.10,20.3,20.9,19.9,18.4,19.6,18.8,19,19.1,..,..
Slovak Republic,SVK,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,13.1,13.1,12.1,11.3,11.6,10.6,12.4,11.5,..,..
Slovak Republic,SVK,Gini index,SI.POV.GINI,26.1,26.5,25.2,23.2,25,23.2,24.2,24.1,..,..
